Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
12.857645184135976,0,0.5206134304068788,87.9172,37.0,6.456025723336932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
16.85,0,0.33160520340591715,90.7488,20.0,4.150664901565004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
14.8,0,0.2689957204627738,196.3794,35.0,5.540995263561791,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7.435,0,0.49743595650435823,206.9638,20.0,4.801829834519189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
15.1,1,0.47273619463056465,42.8796,18.0,4.708761669370323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
9.195,1,0.49069369607281504,160.5578,15.0,5.040920931123243,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
10.1,0,0.35971630427187584,59.9878,35.0,4.044989405406027,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
16.0,1,0.4020926681740784,79.5986,35.0,4.692244815038672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
17.7,1,0.25525057005496987,48.1034,20.0,4.135627456560604,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
8.1,1,0.5123998036921922,39.448,23.0,4.627276008912358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20.6,0,0.4364401609373567,120.1756,23.0,5.08401212045584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20.35,0,0.34035765996305006,127.9678,13.0,6.348146677350128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
17.75,0,0.3265546875430834,248.675,20.0,6.852350075310176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
7.475,0,0.5295433600906702,240.6854,18.0,5.365457399586424,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
19.0,1,0.4039224498240824,188.7214,13.0,5.36831805326494,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
12.6,1,0.34655744504629815,124.0072,23.0,6.53294008406947,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12.857645184135976,0,0.4019349931599306,174.837,37.0,6.779809246498297,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
7.895,1,0.4555675403901865,102.6332,18.0,5.328273336423914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
12.857645184135976,0,0.4748595440673057,58.7904,37.0,5.045640529427318,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
17.1,0,0.5048527270448903,112.3886,20.0,5.770735643670632,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
8.355,0,0.5731929801864679,148.5418,13.0,5.6977707988464195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
18.5,0,0.3733118595925411,118.4124,35.0,5.790331076084787,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
12.857645184135976,1,0.4027232900680957,189.9214,37.0,6.881254841149508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
8.975,1,0.24750940344505676,101.899,24.0,2.8516134897946115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10.1,1,0.3770036914460058,224.4088,25.0,6.758494022564364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9.285,1,0.2758448157938066,158.6578,35.0,5.810428654290974,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
11.6,1,0.5241693955854511,238.3222,25.0,7.070575804107786,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12.857645184135976,0,0.4876692335521861,183.4266,37.0,7.441435567518746,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
12.5,0,0.4335018440615336,220.7798,13.0,7.301065201497833,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
16.0,0,0.34531863022907044,142.3496,15.0,6.216960273624673,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
14.15,0,0.34857329974616524,51.6982,13.0,5.021889587585423,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
20.2,0,0.4208559019974011,94.1462,13.0,5.41246817070974,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
13.65,1,0.5693305056317328,211.5902,20.0,6.750250924005462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
17.25,0,0.4851083089671143,253.1724,15.0,6.432584027764034,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
5.655,0,0.5597196864528865,147.4102,23.0,5.849214163103518,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
20.75,1,0.437239527130811,182.2318,18.0,6.137736117768031,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
5.175,1,0.30888747242323467,105.4622,35.0,6.232168539108777,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
20.0,1,0.30467790776025794,46.2744,15.0,4.854566466483819,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
16.75,1,0.2017213260151993,102.8674,20.0,5.243395109148883,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
18.35,0,0.3218811399840469,155.034,13.0,5.5664381167185475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
12.8,0,0.4236938668491574,95.141,25.0,4.615339707617051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
19.75,0,0.24273110642576595,103.0332,25.0,4.992870952145232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
8.75,1,0.4215873435926608,187.6556,13.0,4.6967691651685035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
13.3,0,0.43112265320583965,234.03,13.0,6.587591506031537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
18.85,0,0.5511759204103707,194.6136,35.0,4.933037350540609,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
9.695,1,0.31188405180935924,222.9114,23.0,7.078350602103724,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
20.7,0,0.36530640437517137,37.5506,18.0,2.915632735594653,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
12.857645184135976,0,0.24545711687874358,174.408,37.0,7.49934864313009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
11.1,0,0.48101940611794647,191.7846,15.0,6.133214044060644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
8.975,1,0.37488354309710914,83.3224,35.0,6.355642924454411,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12.15,0,0.26440956000200694,253.1698,13.0,5.238740952680887,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
7.67,0,0.5694832250658453,35.4216,35.0,3.977806471768865,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
13.8,1,0.40032025394176934,76.9012,35.0,4.256322532536226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4.785,0,0.45227913358647415,120.1098,35.0,5.077685538682337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
20.0,1,0.4706362260413828,105.3622,23.0,5.029055267987366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12.857645184135976,1,0.34699240903923356,43.4112,37.0,4.875917485344818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
8.395,0,0.4165358487100655,254.104,13.0,6.340619990957111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6.175,1,0.5644197044050053,95.2752,13.0,5.248035160250781,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
8.21,0,0.3556778189158233,89.2198,23.0,5.062623539122003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
19.7,0,0.3768618870382878,55.393,15.0,5.198862730483473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
19.6,0,0.34610476073094304,89.6514,13.0,5.001394401744233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
7.5,0,0.3309093924799556,175.3028,25.0,6.478679149773513,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5.845,1,0.47243612286546954,214.4218,13.0,5.218407516828931,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
7.17,1,0.39142439904064263,132.1968,13.0,6.046625826759786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5.75,1,0.4228293569943256,114.7176,15.0,5.019493227166686,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
15.5,1,0.5947465493046922,178.2028,24.0,3.2218027405764347,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7.76,0,0.3900482495641108,99.77,18.0,4.528669824127904,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
13.65,1,0.5700168662291495,212.9902,15.0,6.19054686369704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10.8,0,0.46193081302476585,98.3042,23.0,5.212096140198547,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
11.1,0,0.4803645523406287,189.2846,23.0,6.903116711313677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12.857645184135976,0,0.3271539767446294,182.0318,37.0,7.130350964463086,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
12.8,1,0.28670685182703837,226.8404,23.0,6.693351770003704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
20.6,1,0.36324034504631597,185.9556,18.0,6.631052802048655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
7.89,0,0.3308267790233428,121.0782,20.0,6.305542093861736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
16.85,0,0.35404051160530065,185.8266,35.0,5.342381916545959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
16.35,0,0.32630287884002196,127.402,20.0,4.476475306322611,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
12.857645184135976,1,0.48898012083181996,159.4578,37.0,6.846353053944306,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
17.35,1,0.39786181578612395,87.983,20.0,5.376868834110365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
12.857645184135976,1,0.4093714401959161,197.3768,37.0,7.509633051073745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
12.857645184135976,0,0.32058684630486567,116.8124,37.0,5.854531915406347,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
12.6,0,0.19530968106438132,186.7556,35.0,6.020445367599093,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5.32,0,0.4531104961382152,101.4674,23.0,6.085803247478999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12.857645184135976,0,0.5483309345604072,255.2698,37.0,4.479134923954026,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13.0,1,0.43707788706802886,199.4426,18.0,4.23397274298286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
12.857645184135976,0,0.2439752449578782,50.2324,37.0,5.053863628332378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
19.85,0,0.29611203377162165,46.3376,18.0,4.9176835820962275,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
17.6,0,0.26689755593313075,237.159,15.0,6.140143232401418,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
14.6,0,0.3901641189603127,181.7976,18.0,6.222714203540352,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
7.55,0,0.3007833527478792,152.734,23.0,5.991254577564531,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13.8,0,0.2367142966580071,106.9254,25.0,6.074608675104586,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17.25,1,0.42929024249625597,99.2068,24.0,2.813321998431143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
10.1,0,0.31144146593317207,153.1656,25.0,5.256249614748454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14.3,1,0.3675040603003664,212.5586,35.0,6.181753943167136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
9.8,0,0.361360689012763,100.6016,25.0,5.3125552987314295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11.3,0,0.40550986539196615,194.4478,25.0,3.8454599381904564,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
7.67,0,0.5700261052986971,36.3216,20.0,3.9064962701877546,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
13.8,0,0.54565395113674,55.893,24.0,3.405570945179386,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10.395,0,0.3150593958711809,160.0604,23.0,5.026670593447832,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
20.7,0,0.34989596363641595,175.8028,25.0,5.293680839070741,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12.857645184135976,0,0.4850613420127301,147.176,37.0,4.222102579357054,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17.35,1,0.5276385578234415,149.605,13.0,6.421010613526155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
16.35,0,0.2376440728799305,104.828,13.0,5.44864194070399,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
19.35,0,0.29693884474342963,167.0474,25.0,5.783701498475651,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
15.2,0,0.23011335936864674,50.3034,15.0,3.083302014577816,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
14.3,0,0.29786981386089706,78.2302,13.0,4.170051965824971,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
12.857645184135976,1,0.3563300315527573,146.8102,37.0,6.323300298746961,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
12.857645184135976,1,0.42504667907129,172.1106,37.0,5.89545334928594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10.1,1,0.3581761536474062,38.2848,15.0,4.992870952145232,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
12.857645184135976,1,0.5113065142779474,41.548,37.0,4.673996364458593,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
12.857645184135976,0,0.3920350191712187,170.7106,37.0,6.143447747157552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
8.18,1,0.43538162485127624,56.9588,23.0,4.456804093336547,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
19.5,0,0.43542120473993506,179.8002,25.0,4.418402439974396,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
18.7,0,0.4469293046497069,254.7672,25.0,6.889176832764794,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
12.35,1,0.41705753451670047,48.5692,20.0,4.636749689306705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
16.0,1,0.2598059251902616,45.5718,35.0,4.806706552136418,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
8.395,0,0.4161872462037937,253.704,23.0,6.711172096776194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4.785,0,0.4527102855420184,119.7098,20.0,5.446376738421894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
5.03,0,0.20523584990993535,122.6756,18.0,5.946197859975734,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
15.6,0,0.2937317651574983,174.3054,15.0,5.407365127144529,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
7.285,0,0.3146295906404563,173.6054,18.0,5.926282096176707,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
17.7,0,0.3110966466583931,165.9816,15.0,6.64624268890246,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
12.857645184135976,0,0.3540778792766677,164.3842,37.0,6.6850546179832575,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
20.25,1,0.28289292856715165,248.4092,15.0,5.717464621424459,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
12.857645184135976,0,0.518530636200244,66.0826,37.0,3.5087438684394368,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18.25,0,0.24814032879304343,199.0084,25.0,6.18556946533369,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
20.35,0,0.34007281312522414,127.6678,23.0,6.072111372899041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
16.75,1,0.2047199268751276,72.3038,23.0,4.721390127222628,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
12.1,0,0.30425249898527346,178.166,24.0,4.143747760106803,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15.0,1,0.3788329173970628,58.5904,18.0,4.760035995338622,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
19.5,1,0.30127861679563084,158.992,25.0,5.412004938187423,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13.65,0,0.2519917377823591,230.6668,15.0,5.470225530455577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
13.15,1,0.5488439154470292,170.6764,18.0,6.297012121363682,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
12.857645184135976,1,0.23828572421268154,106.2596,37.0,5.142535372477431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
20.6,1,0.31247592689226783,211.4244,25.0,7.586436298055327,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6.28,0,0.3025700058817826,87.9198,18.0,4.984297376655806,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
5.925,1,0.45862749366393285,42.8086,25.0,4.350760997975483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17.7,0,0.22660876933406948,94.541,20.0,4.829471550630141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
18.85,0,0.5212718116803696,168.1132,25.0,6.048526293594412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12.857645184135976,0,0.3550764921462299,241.8854,37.0,6.723770908622668,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
17.5,0,0.303692809207025,141.718,24.0,3.9149539761970935,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
17.7,0,0.48832343849872245,182.8266,35.0,6.904525527271737,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
16.1,1,0.23860538394459352,107.7596,35.0,3.691947303695061,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
9.8,0,0.2998150860461834,128.402,13.0,5.024282038149002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
7.565,0,0.37972207055037066,54.793,20.0,4.280348408137873,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
17.6,1,0.42380857733620536,111.7202,25.0,4.893032405047731,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
12.15,1,0.38823343465232313,164.1552,23.0,6.914960323670536,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9.31,0,0.3359718094498702,61.651,35.0,3.827396136185468,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
19.25,1,0.38789952494543994,82.1908,23.0,5.82453671847531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9.5,0,0.31530377012136845,110.7228,20.0,5.340928317274643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
15.35,0,0.2502034876594852,143.947,35.0,6.109819064381823,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
12.857645184135976,0,0.3994791178321782,153.4682,37.0,5.743744862576238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
12.857645184135976,1,0.41702500870778597,120.3098,37.0,5.362113354828546,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
17.85,0,0.3363179300115022,189.1188,15.0,6.212921644327067,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
7.02,0,0.3679701407326296,82.225,35.0,5.986341801517505,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12.857645184135976,0,0.24418749026754524,81.425,37.0,5.0828638375232975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
12.857645184135976,0,0.29779380808770883,53.2614,37.0,4.257376831845311,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
12.3,0,0.41103957484830606,106.3938,18.0,4.601682830619873,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
5.46,1,0.31804577219118746,184.824,18.0,6.620395011291324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
15.1,0,0.29642473872931263,147.2076,20.0,5.423085237909822,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
11.8,0,0.49576209649714764,46.8402,20.0,4.240399638889113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
19.25,0,0.4769108679656962,33.4558,13.0,3.960388166135226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
13.35,0,0.33764995037717066,240.2564,35.0,6.041547889500743,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
12.857645184135976,1,0.4970909543979479,86.9514,37.0,6.267542108076052,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
13.15,1,0.33628524176535424,88.6856,20.0,5.412004938187423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
14.3,1,0.4025000892455083,89.8856,25.0,4.728029221423573,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12.3,0,0.3332659696095255,115.1834,20.0,5.545689784023735,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
7.825,0,0.5108073436038928,63.2826,24.0,2.9999836491808236,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
19.1,0,0.35647685487532266,38.8138,18.0,3.7950634960630567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
8.71,0,0.4948123248675395,93.7778,35.0,5.429971248243081,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
19.6,0,0.4548178685769983,252.2698,35.0,6.007855631904481,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
12.857645184135976,0,0.3271767196239943,85.1224,37.0,5.600578521054085,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
17.6,1,0.25229977133589593,47.2402,20.0,4.083291062071545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
12.857645184135976,1,0.20812370907645275,102.699,37.0,6.150636541290648,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
19.1,0,0.45904941536796157,233.1958,25.0,6.897673462475865,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6.13,0,0.4681582259573714,54.0298,13.0,4.541401881393039,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6.55,0,0.2905229999475312,100.6332,18.0,5.946197859975734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
16.5,1,0.5435884872656593,143.8128,15.0,5.9068212777233216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
17.0,0,0.37364752506530713,125.073,35.0,4.876579565367758,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
